RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,BalanceGroup,SalaryGroup
5945,15715709,Shih,696,Germany,Male,4,1,0,1,0,41-50,100K-150K,150K-200K
5946,15722533,Logue,716,France,Female,3,2,0,1,0,31-40,0-50K,150K-200K
5947,15683118,Rechner,590,France,Male,9,2,1,0,0,31-40,0-50K,100K-150K
5948,15672798,O'Brien,656,France,Female,7,1,1,1,0,41-50,100K-150K,150K-200K
5949,15680112,Stewart,473,Germany,Female,7,1,1,0,0,31-40,100K-150K,150K-200K
5950,15714575,Batt,742,Germany,Female,8,1,0,1,1,41-50,100K-150K,0-50K
5951,15806808,Hope,834,Germany,Female,8,3,1,0,1,51-60,100K-150K,100K-150K
5952,15590637,Ahmed,721,France,Male,7,2,0,1,0,41-50,0-50K,50K-100K
5953,15657535,Pearson,590,Spain,Male,10,1,1,1,1,18-30,0-50K,50K-100K
5954,15696141,Kruglov,516,Spain,Female,7,1,1,0,0,31-40,0-50K,0-50K
5955,15811947,Gordon,850,France,Male,0,1,0,1,0,31-40,100K-150K,0-50K
5956,15649024,Trujillo,748,France,Female,9,1,1,1,1,31-40,100K-150K,50K-100K
5957,15594928,Pagnotto,798,Germany,Female,4,1,1,0,0,31-40,100K-150K,150K-200K
5958,15765532,Horton,612,Germany,Male,6,1,1,1,0,60+,50K-100K,150K-200K
5959,15741719,DeRose,540,France,Female,3,1,0,1,0,31-40,150K-200K,150K-200K
5960,15665629,Chiang,719,Spain,Female,7,2,1,0,0,31-40,0-50K,0-50K
5961,15728917,Gill,598,France,Male,6,1,1,0,1,41-50,100K-150K,0-50K
5962,15762993,Trevisano,796,Spain,Male,5,2,0,1,0,31-40,100K-150K,100K-150K
5963,15571193,Morrison,579,Germany,Male,0,1,1,1,1,41-50,100K-150K,0-50K
5964,15653521,Onuora,850,Germany,Female,7,1,1,1,0,31-40,100K-150K,0-50K
5965,15802220,Ikenna,599,Spain,Male,6,1,0,0,0,31-40,100K-150K,50K-100K
5966,15644132,Mancini,724,France,Female,9,1,1,1,0,18-30,100K-150K,100K-150K
5967,15600832,Moss,508,France,Female,9,1,1,0,0,41-50,0-50K,100K-150K
5968,15797919,Ting,773,Spain,Male,2,2,1,0,0,31-40,100K-150K,150K-200K
5969,15603743,Tai,526,France,Male,1,1,0,1,0,18-30,100K-150K,100K-150K
5970,15579714,Pan,542,France,Female,7,2,0,1,0,18-30,0-50K,150K-200K
5971,15634295,Wilson,470,France,Male,1,1,0,0,0,31-40,50K-100K,0-50K
5972,15786680,Bianchi,805,Spain,Male,5,2,1,0,0,31-40,0-50K,0-50K
5973,15623499,Holman,548,Germany,Male,9,1,0,0,1,41-50,100K-150K,100K-150K
5974,15691823,Obidimkpa,672,France,Male,5,1,1,1,0,31-40,150K-200K,150K-200K
5975,15809279,Wallace,773,France,Male,8,1,1,1,0,41-50,50K-100K,100K-150K
5976,15758039,Ash,614,France,Male,6,2,0,1,0,41-50,0-50K,100K-150K
5977,15807163,Ku,537,France,Female,10,1,0,0,1,31-40,0-50K,50K-100K
5978,15631639,Uspensky,704,France,Female,6,1,0,1,0,31-40,50K-100K,150K-200K
5979,15713770,Shih,586,Spain,Male,3,1,1,0,0,41-50,50K-100K,50K-100K
5980,15698167,Kumm,677,France,Female,0,2,0,0,0,18-30,100K-150K,150K-200K
5981,15781710,Carey,558,Spain,Female,7,2,1,0,0,31-40,0-50K,150K-200K
5982,15801296,Farber,634,Germany,Female,7,2,1,0,0,31-40,100K-150K,150K-200K
5983,15704378,Calabrese,655,Germany,Male,9,1,1,1,0,31-40,100K-150K,150K-200K
5984,15767891,Findlay,619,Germany,Female,6,2,1,0,0,18-30,50K-100K,0-50K
5985,15640667,Yu,662,France,Female,4,2,1,0,0,41-50,0-50K,100K-150K
5986,15702145,Edments,705,Spain,Male,7,1,1,1,0,31-40,50K-100K,50K-100K
5987,15679738,Brown,527,Spain,Female,8,1,1,0,1,31-40,0-50K,50K-100K
5988,15636634,Lindon,630,Germany,Female,7,1,1,0,0,18-30,50K-100K,50K-100K
5989,15809227,Chukwudi,850,France,Male,2,2,1,1,0,31-40,0-50K,50K-100K
5990,15601811,Caldwell,668,France,Female,10,1,0,0,1,51-60,100K-150K,150K-200K
5991,15625494,Li Fonti,573,France,Female,9,2,1,1,0,31-40,100K-150K,100K-150K
5992,15723737,Pitcher,680,France,Male,3,1,1,0,0,18-30,0-50K,0-50K
5993,15682955,Capon,758,France,Female,2,1,1,1,0,31-40,50K-100K,50K-100K
5994,15758856,Kable,597,France,Male,7,2,0,0,0,41-50,0-50K,150K-200K
5995,15746065,Lo Duca,580,Germany,Male,10,2,1,1,0,31-40,100K-150K,0-50K
5996,15783865,Kulikova,622,France,Male,5,1,1,1,0,51-60,100K-150K,50K-100K
5997,15745455,Navarrete,638,Germany,Male,4,2,1,1,0,60+,100K-150K,50K-100K
5998,15583033,Huguley,640,France,Female,4,2,0,1,0,18-30,0-50K,50K-100K
5999,15644212,Han,644,Spain,Male,0,2,1,0,0,18-30,0-50K,100K-150K
6000,15735688,Horsley,753,France,Female,6,1,0,0,0,31-40,100K-150K,50K-100K
6001,15658577,Massie,629,France,Female,10,3,0,1,1,31-40,50K-100K,0-50K
6002,15606887,Singh,775,France,Female,5,1,1,0,1,18-30,0-50K,150K-200K
6003,15783026,H?,701,France,Female,2,1,1,0,0,41-50,0-50K,0-50K
6004,15579892,Doyle,708,Spain,Male,7,1,1,1,0,18-30,100K-150K,0-50K
6005,15802088,Grant,521,Spain,Female,10,1,1,1,0,18-30,0-50K,100K-150K
6006,15589323,Law,636,France,Female,9,2,0,1,0,18-30,0-50K,0-50K
6007,15636395,King,529,France,Female,5,2,1,0,0,31-40,0-50K,0-50K
6008,15712772,Onwubiko,757,France,Male,3,1,1,1,0,18-30,50K-100K,150K-200K
6009,15700937,Romano,767,Spain,Female,5,2,1,1,0,18-30,0-50K,50K-100K
6010,15766659,Okwudilichukwu,525,Spain,Male,5,2,1,0,0,31-40,0-50K,150K-200K
6011,15814033,Milano,759,Spain,Male,1,2,1,0,0,31-40,0-50K,0-50K
6012,15783007,Parker,520,Germany,Female,1,1,1,1,1,41-50,100K-150K,0-50K
6013,15654183,Aitken,738,France,Female,3,2,1,0,0,18-30,0-50K,50K-100K
6014,15609899,Obiora,548,Spain,Male,4,1,1,0,0,31-40,0-50K,100K-150K
6015,15747323,Vasilyeva,535,Spain,Male,9,1,1,0,1,41-50,100K-150K,150K-200K
6016,15582591,Chiabuotu,615,Spain,Male,4,1,1,1,0,51-60,150K-200K,100K-150K
6017,15738835,Slater,850,Germany,Male,7,2,0,0,0,31-40,100K-150K,0-50K
6018,15782404,Hughes,487,France,Female,2,1,0,0,0,31-40,50K-100K,0-50K
6019,15697480,Menkens,731,France,Male,7,2,0,1,0,18-30,0-50K,100K-150K
6020,15697045,Pisani,726,Spain,Female,9,2,0,1,0,31-40,0-50K,100K-150K
6021,15781234,Y?an,609,France,Female,2,1,1,0,0,31-40,100K-150K,100K-150K
6022,15579891,Milani,714,France,Male,4,1,1,1,0,51-60,100K-150K,150K-200K
6023,15805690,Chin,694,Spain,Female,7,1,1,0,1,31-40,0-50K,100K-150K
6024,15612139,Fu,786,France,Female,0,1,0,1,1,31-40,50K-100K,150K-200K
6025,15568834,Howells,698,Spain,Male,6,2,0,0,0,18-30,100K-150K,0-50K
6026,15709917,Ni,601,France,Female,3,1,0,0,0,41-50,50K-100K,100K-150K
6027,15718843,Maslova,769,Spain,Male,1,1,1,0,0,41-50,50K-100K,0-50K
6028,15799494,Forster,850,Germany,Male,3,2,0,1,0,41-50,100K-150K,150K-200K
6029,15673439,Sun,646,Spain,Female,5,2,1,1,1,41-50,100K-150K,100K-150K
6030,15669011,Bocharova,659,France,Female,9,1,0,1,1,41-50,0-50K,150K-200K
6031,15581388,Y?an,487,Spain,Male,8,1,1,0,0,31-40,100K-150K,0-50K
6032,15743153,Singh,740,Germany,Female,2,2,1,1,0,31-40,100K-150K,0-50K
6033,15579787,Nkemakonam,686,France,Male,4,2,1,0,0,31-40,0-50K,150K-200K
6034,15759966,Chiemenam,612,Spain,Female,5,2,1,0,0,31-40,100K-150K,150K-200K
6035,15601045,Angelo,655,Spain,Male,8,2,0,0,0,31-40,150K-200K,50K-100K
6036,15764021,Frolov,617,France,Male,1,2,1,0,0,31-40,50K-100K,100K-150K
6037,15687218,West,674,France,Female,4,1,0,1,0,18-30,50K-100K,50K-100K
6038,15626452,Beatham,711,Spain,Male,5,2,1,1,0,31-40,0-50K,100K-150K
6039,15700964,Pollard,624,Germany,Female,7,1,1,1,0,18-30,100K-150K,150K-200K
6040,15768887,Hsing,597,Spain,Male,5,2,0,1,0,18-30,0-50K,50K-100K
6041,15735358,Dowse,682,Spain,Male,4,1,1,1,0,41-50,0-50K,0-50K
6042,15749472,Lucciano,775,France,Male,8,1,1,0,0,41-50,0-50K,100K-150K
6043,15685872,Godfrey,727,France,Female,1,1,1,1,0,18-30,100K-150K,150K-200K
6044,15760851,Gratton,629,France,Male,6,2,1,0,0,31-40,0-50K,50K-100K
6045,15734588,Manning,684,France,Male,0,2,1,1,0,41-50,0-50K,0-50K
6046,15784594,Mazzi,549,Germany,Female,1,2,1,1,0,31-40,100K-150K,100K-150K
6047,15606435,Wall,593,Germany,Male,2,2,0,1,0,60+,150K-200K,100K-150K
6048,15790247,Sims,536,Spain,Male,9,2,1,1,0,31-40,0-50K,0-50K
6049,15676433,Allan,707,France,Female,6,1,0,0,0,31-40,0-50K,50K-100K
6050,15625905,Griffen,592,Spain,Male,0,2,1,0,0,41-50,0-50K,50K-100K
6051,15626414,Russell,703,France,Male,6,1,1,0,0,41-50,50K-100K,150K-200K
6052,15623220,Brown,723,Spain,Female,4,2,1,0,0,41-50,0-50K,0-50K
6053,15752857,Palerma,452,Germany,Male,1,2,0,0,0,51-60,50K-100K,50K-100K
6054,15677908,Gilbert,552,Spain,Male,4,2,0,0,0,41-50,0-50K,150K-200K
6055,15773013,Uvarov,633,France,Female,0,1,1,1,1,41-50,0-50K,0-50K
6056,15623972,Wisdom,479,Germany,Female,9,1,0,1,0,18-30,100K-150K,50K-100K
6057,15738627,Hussain,768,France,Male,6,2,1,1,0,18-30,0-50K,0-50K
6058,15643392,Woods,742,France,Male,4,1,1,1,0,31-40,100K-150K,0-50K
6059,15684868,Cameron,668,Germany,Male,9,1,1,0,1,51-60,100K-150K,100K-150K
6060,15627854,Mai,707,Spain,Male,3,2,1,1,0,41-50,0-50K,100K-150K
6061,15669253,Gibson,754,Spain,Male,7,2,1,0,1,31-40,150K-200K,100K-150K
6062,15758023,Grigoryeva,544,Germany,Male,5,1,0,0,1,41-50,100K-150K,50K-100K
6063,15574558,Gunter,718,Spain,Male,8,2,1,1,0,31-40,0-50K,0-50K
6064,15635256,Arcuri,762,France,Male,7,1,1,1,0,31-40,100K-150K,150K-200K
6065,15680399,Tung,772,France,Male,2,2,1,0,0,18-30,0-50K,0-50K
6066,15674720,Smith,691,Germany,Female,7,1,1,1,1,31-40,100K-150K,50K-100K
6067,15580249,Lori,502,France,Male,0,1,0,0,0,41-50,0-50K,50K-100K
6068,15675431,Chidimma,563,France,Female,6,2,0,0,0,31-40,0-50K,0-50K
6069,15698285,Ting,676,France,Female,4,1,1,1,0,41-50,100K-150K,50K-100K
6070,15810775,Tsao,576,Spain,Male,2,2,1,1,0,51-60,100K-150K,0-50K
6071,15678173,Collee,629,Spain,Male,4,2,0,1,0,31-40,150K-200K,150K-200K
6072,15665222,Lettiere,625,Spain,Male,8,1,1,0,0,51-60,100K-150K,0-50K
6073,15803908,Fu,628,France,Male,9,2,1,1,0,41-50,0-50K,50K-100K
6074,15586039,Bergamaschi,471,Germany,Female,5,2,1,1,0,31-40,50K-100K,50K-100K
6075,15802570,Dyer,811,France,Female,5,2,1,1,0,41-50,0-50K,100K-150K
6076,15781451,Buccho,504,France,Male,3,2,0,0,0,41-50,100K-150K,100K-150K
6077,15721019,Jones,687,France,Female,3,1,1,0,0,18-30,100K-150K,150K-200K
6078,15738588,Nebechi,660,Germany,Female,2,1,0,0,0,31-40,100K-150K,50K-100K
6079,15730657,Ibekwe,548,France,Female,4,1,0,1,0,41-50,50K-100K,50K-100K
6080,15739292,Gorshkov,609,Germany,Male,9,1,1,1,0,31-40,100K-150K,150K-200K
6081,15725945,Nweke,659,Spain,Female,2,1,0,0,1,41-50,0-50K,150K-200K
6082,15813159,Hairston,526,France,Male,8,1,0,1,1,51-60,50K-100K,0-50K
6083,15636820,Loggia,725,Germany,Male,8,1,1,0,0,31-40,100K-150K,50K-100K
6084,15603880,Morgan,519,Germany,Male,1,1,1,1,1,31-40,100K-150K,50K-100K
6085,15619494,Abdulov,562,Germany,Female,9,1,1,1,0,31-40,100K-150K,100K-150K
6086,15596992,Norris,482,Germany,Male,7,1,1,0,1,41-50,150K-200K,50K-100K
6087,15735025,Clark,535,Spain,Male,3,2,1,1,0,31-40,150K-200K,0-50K
6088,15730759,Chukwudi,561,France,Female,9,1,1,0,1,18-30,100K-150K,150K-200K
6089,15752912,Perkin,661,France,Female,7,2,1,0,0,18-30,0-50K,50K-100K
6090,15711316,Ch'ang,771,France,Male,2,2,1,1,0,18-30,0-50K,150K-200K
6091,15738785,Kang,545,France,Male,7,2,0,1,0,18-30,0-50K,150K-200K
6092,15777896,Chukwudi,850,Germany,Female,2,1,0,1,0,31-40,50K-100K,50K-100K
6093,15628963,Frolova,601,Germany,Male,3,2,1,1,0,41-50,100K-150K,100K-150K
6094,15742126,Chiu,712,Germany,Male,7,2,1,1,0,31-40,100K-150K,50K-100K
6095,15575623,Simpson,589,France,Female,10,1,1,0,0,31-40,100K-150K,100K-150K
6096,15741652,McLean,600,Spain,Male,8,1,1,1,0,31-40,150K-200K,50K-100K
6097,15738884,Hu,642,Germany,Male,4,1,1,0,0,41-50,150K-200K,50K-100K
6098,15615050,Savage,575,Germany,Male,9,2,1,1,1,41-50,100K-150K,50K-100K
6099,15803005,Wallace,570,Germany,Female,5,1,0,1,0,51-60,50K-100K,100K-150K
6100,15743498,Winter,532,Germany,Male,9,1,1,0,1,51-60,100K-150K,150K-200K
6101,15720463,Ho,796,France,Male,2,2,1,0,0,18-30,100K-150K,50K-100K
6102,15588695,Su,833,Spain,Male,6,1,1,1,1,31-40,0-50K,0-50K
6103,15665802,Li Fonti,642,Spain,Female,6,2,1,1,0,31-40,0-50K,50K-100K
6104,15571144,Ives,655,France,Male,10,2,0,1,0,18-30,0-50K,100K-150K
6105,15750731,Trevisani,736,Germany,Male,9,1,1,0,1,41-50,100K-150K,150K-200K
6106,15605134,Bond,617,France,Female,0,2,1,0,0,31-40,100K-150K,150K-200K
6107,15626044,Lettiere,762,Germany,Male,3,2,1,1,0,18-30,100K-150K,100K-150K
6108,15737910,Houghton,703,Germany,Male,5,2,1,0,0,31-40,100K-150K,150K-200K
6109,15761076,Lei,507,France,Male,3,2,1,1,0,41-50,50K-100K,100K-150K
6110,15710105,Stirling,581,Germany,Female,3,1,1,1,1,18-30,100K-150K,150K-200K
6111,15577402,Grant,593,France,Male,9,2,0,1,0,31-40,0-50K,0-50K
6112,15803337,Baresi,648,France,Male,9,1,1,0,0,18-30,150K-200K,100K-150K
6113,15654372,Pearce,462,Germany,Male,1,2,1,0,0,31-40,50K-100K,100K-150K
6114,15585867,Rutledge,596,Spain,Male,2,2,0,1,0,31-40,0-50K,100K-150K
6115,15662488,Udegbunam,627,France,Female,5,2,1,0,1,41-50,0-50K,50K-100K
6116,15604813,Zaytseva,494,France,Male,7,2,0,1,0,31-40,0-50K,150K-200K
6117,15611644,Onyemauchechukwu,627,France,Male,0,1,0,1,0,60+,100K-150K,0-50K
6118,15674928,Mullah,850,Spain,Male,2,2,1,0,0,31-40,0-50K,100K-150K
6119,15656100,Candler,632,France,Female,5,1,0,0,0,41-50,150K-200K,100K-150K
6120,15764293,Konovalova,490,France,Male,1,2,1,1,0,31-40,0-50K,50K-100K
6121,15636423,Lei,715,France,Male,7,1,1,1,0,31-40,0-50K,100K-150K
6122,15607629,Hollis,679,France,Male,8,2,1,0,0,41-50,0-50K,0-50K
6123,15577313,Lionel,619,France,Male,3,1,1,0,1,41-50,100K-150K,0-50K
6124,15714493,Francis,465,Spain,Female,6,2,1,1,0,31-40,0-50K,50K-100K
6125,15643359,Carter,736,Spain,Male,7,1,0,1,0,31-40,0-50K,50K-100K
6126,15687913,Mai,501,Germany,Female,7,1,0,1,0,31-40,50K-100K,150K-200K
6127,15790935,Johnson,535,France,Female,5,2,0,1,0,18-30,0-50K,50K-100K
6128,15708693,Sherman,759,France,Female,2,2,1,0,0,31-40,0-50K,50K-100K
6129,15672016,Sabbatini,819,France,Male,1,2,0,1,0,31-40,0-50K,0-50K
6130,15727605,Shih,533,Germany,Male,4,2,0,1,0,41-50,50K-100K,0-50K
6131,15651144,Yao,632,Germany,Female,2,2,0,0,0,31-40,150K-200K,50K-100K
6132,15749401,Ko,686,France,Male,9,3,1,1,1,51-60,0-50K,50K-100K
6133,15691874,Kazakova,687,France,Female,9,1,1,0,0,31-40,100K-150K,150K-200K
6134,15620735,Chiganu,667,Germany,Female,4,2,1,0,0,31-40,100K-150K,50K-100K
6135,15769781,Nucci,699,Spain,Female,8,2,1,1,0,18-30,0-50K,50K-100K
6136,15624611,Marsden,497,Spain,Male,8,2,1,1,0,31-40,100K-150K,150K-200K
6137,15773071,Serena,780,Spain,Female,6,1,1,1,0,31-40,100K-150K,150K-200K
6138,15720371,McLean,652,France,Female,3,1,1,0,1,51-60,0-50K,150K-200K
6139,15717984,Longo,477,France,Male,9,1,1,0,1,41-50,100K-150K,50K-100K
6140,15806407,Wilson,652,France,Female,4,2,1,0,0,31-40,0-50K,100K-150K
6141,15785042,Hsiung,488,France,Female,8,1,0,0,0,31-40,50K-100K,100K-150K
6142,15809302,Wright,572,France,Male,1,2,1,1,0,18-30,0-50K,150K-200K
6143,15677550,Folliero,755,France,Female,1,2,1,0,0,31-40,0-50K,0-50K
6144,15654096,Johnston,779,Germany,Female,10,2,1,0,0,18-30,100K-150K,0-50K
6145,15617320,Palermo,693,Spain,Female,3,1,1,0,0,41-50,150K-200K,150K-200K
6146,15653065,Nwabugwu,530,Spain,Female,7,2,1,0,0,18-30,0-50K,100K-150K
6147,15649112,Endrizzi,738,Spain,Female,3,2,0,1,0,31-40,100K-150K,0-50K
6148,15690526,Tuan,690,Germany,Male,2,2,1,0,0,31-40,100K-150K,50K-100K
6149,15806945,Udobata,611,France,Female,9,1,1,0,0,18-30,50K-100K,150K-200K
6150,15670066,Ibezimako,643,Spain,Male,6,2,1,1,0,31-40,0-50K,100K-150K
6151,15625761,Maclean,632,Germany,Male,8,4,1,0,1,41-50,100K-150K,50K-100K
6152,15761525,Shaw,727,Spain,Female,10,2,0,0,0,31-40,50K-100K,50K-100K
6153,15735080,Cummins,508,France,Female,2,1,1,1,0,60+,0-50K,0-50K
6154,15619537,Lavrentiev,550,France,Male,5,2,1,1,0,31-40,100K-150K,100K-150K
6155,15598162,Saunders,754,Germany,Female,3,1,1,1,0,31-40,150K-200K,0-50K
6156,15694300,Fiorentino,759,France,Male,4,2,1,0,0,18-30,0-50K,100K-150K
6157,15637235,Knight,794,Spain,Male,8,2,0,0,0,31-40,0-50K,50K-100K
6158,15612444,Manfrin,549,France,Male,3,2,1,0,0,18-30,0-50K,100K-150K
6159,15626457,Zetticci,671,France,Male,0,1,1,0,0,31-40,100K-150K,150K-200K
6160,15627995,Angelo,756,Germany,Female,5,1,0,1,1,18-30,150K-200K,100K-150K
6161,15706128,Zhdanov,632,France,Female,1,2,1,0,0,18-30,0-50K,50K-100K
6162,15666430,Peck,579,France,Male,8,2,0,0,0,31-40,0-50K,50K-100K
6163,15627385,Uwaezuoke,748,France,Male,5,1,1,1,0,31-40,50K-100K,100K-150K
6164,15581323,White,488,Germany,Female,7,2,1,0,0,18-30,100K-150K,100K-150K
6165,15608109,Greco,710,Germany,Male,7,2,0,1,0,51-60,150K-200K,0-50K
6166,15801942,Chu,619,Spain,Female,8,3,1,1,1,41-50,0-50K,50K-100K
6167,15567431,Kodilinyechukwu,773,France,Male,2,1,0,1,0,60+,100K-150K,150K-200K
6168,15810167,Scott,657,Spain,Male,7,1,0,1,0,60+,100K-150K,50K-100K
6169,15644501,Enyinnaya,579,France,Female,10,1,1,1,0,18-30,150K-200K,0-50K
6170,15785290,Hao,542,France,Male,9,1,1,0,0,18-30,0-50K,0-50K
6171,15611157,McElhone,709,France,Female,2,1,1,0,0,31-40,50K-100K,100K-150K
6172,15673837,Ko,617,Spain,Male,3,1,1,1,0,60+,100K-150K,0-50K
6173,15656822,Day,568,Germany,Male,5,4,1,1,1,41-50,50K-100K,100K-150K
6174,15580560,Harris,769,France,Female,1,1,1,1,0,60+,0-50K,0-50K
6175,15760641,Gerald,608,Germany,Male,1,1,0,1,0,18-30,100K-150K,0-50K
6176,15587584,Nebeuwa,503,Spain,Male,4,2,1,1,0,31-40,0-50K,0-50K
6177,15604146,Kaodilinakachukwu,608,Germany,Female,8,2,1,1,0,31-40,100K-150K,100K-150K
6178,15813974,Maruff,731,Germany,Male,3,1,0,0,1,31-40,100K-150K,150K-200K
6179,15746986,Howe,850,Germany,Female,4,2,0,0,0,31-40,50K-100K,100K-150K
6180,15759741,Knepper,591,Germany,Female,4,1,1,1,0,31-40,150K-200K,50K-100K
6181,15734892,Fennell,579,Spain,Male,4,2,1,1,0,31-40,0-50K,0-50K
6182,15797194,T'ao,570,France,Male,10,2,1,0,0,31-40,100K-150K,50K-100K
6183,15723786,Morris,709,France,Female,9,2,1,0,0,31-40,0-50K,0-50K
6184,15642726,Holmes,611,France,Male,3,1,0,0,0,51-60,50K-100K,0-50K
6185,15664339,Yu,775,Spain,Male,4,2,0,0,1,41-50,150K-200K,50K-100K
6186,15754526,Walker,699,Germany,Male,6,1,1,1,0,31-40,100K-150K,0-50K
6187,15703037,Edwards,618,France,Male,5,1,0,1,1,31-40,0-50K,150K-200K
6188,15751412,Harvey,704,France,Male,3,1,0,1,0,31-40,100K-150K,50K-100K
6189,15609558,McDonald,835,Germany,Female,5,2,1,1,1,41-50,100K-150K,0-50K
6190,15572408,Chambers,714,Germany,Male,3,2,1,0,0,31-40,100K-150K,50K-100K
6191,15613923,Reed,581,Spain,Female,4,1,0,1,0,41-50,150K-200K,100K-150K
6192,15747000,Shih,592,France,Male,3,2,1,1,0,18-30,0-50K,0-50K
6193,15731781,Onyemachukwu,551,France,Male,7,2,1,0,0,41-50,0-50K,150K-200K
6194,15727198,Teng,689,Germany,Female,2,2,0,0,0,18-30,50K-100K,50K-100K
6195,15794273,Hand,604,France,Female,0,1,0,1,0,51-60,50K-100K,100K-150K
6196,15804950,Onyemauchechukwu,514,France,Female,7,2,1,1,0,41-50,0-50K,0-50K
6197,15576304,Bailey,698,France,Male,5,1,1,1,0,18-30,50K-100K,150K-200K
6198,15645200,Chiang,581,Germany,Female,2,1,1,0,1,51-60,150K-200K,150K-200K
6199,15779627,Maclean,573,Germany,Male,0,1,1,1,0,31-40,100K-150K,50K-100K
6200,15750755,Yobachi,449,Spain,Female,8,2,0,0,0,31-40,0-50K,150K-200K
6201,15569654,Munro,850,Germany,Female,3,1,0,0,0,31-40,50K-100K,0-50K
6202,15753079,Chidi,612,France,Male,5,3,0,0,0,41-50,0-50K,150K-200K
6203,15684995,Chamberlain,690,Spain,Male,8,1,0,1,0,41-50,100K-150K,50K-100K
6204,15790763,Trujillo,599,Spain,Female,2,2,1,0,0,41-50,0-50K,100K-150K
6205,15766458,Tang,498,France,Male,1,1,1,0,0,31-40,150K-200K,50K-100K
6206,15616221,Wilson,497,France,Female,4,1,0,0,1,18-30,50K-100K,50K-100K
6207,15776124,Mann,802,Spain,Male,7,1,0,1,0,51-60,0-50K,0-50K
6208,15665811,Parry,644,France,Male,9,1,1,0,0,31-40,100K-150K,50K-100K
6209,15729804,Manfrin,714,France,Male,10,2,1,1,0,31-40,0-50K,50K-100K
6210,15714062,Millar,690,France,Female,9,1,0,0,1,31-40,50K-100K,150K-200K
6211,15592197,Simmons,522,Spain,Male,3,2,1,0,0,18-30,0-50K,100K-150K
6212,15793116,Beneventi,502,Germany,Female,7,1,0,0,0,31-40,100K-150K,150K-200K
6213,15638231,Chung,730,Spain,Female,2,2,1,1,0,60+,0-50K,150K-200K
6214,15697678,Maxwell,590,Germany,Male,6,2,1,1,0,31-40,50K-100K,150K-200K
6215,15800412,Dale,458,Germany,Male,9,2,1,1,0,31-40,100K-150K,0-50K
6216,15597610,Stevens,553,Spain,Male,6,1,1,1,0,41-50,100K-150K,0-50K
6217,15726634,Wei,479,France,Male,1,1,1,0,0,41-50,0-50K,50K-100K
6218,15670866,Chiu,693,France,Male,2,2,1,1,0,31-40,0-50K,100K-150K
6219,15667462,Duncan,707,Spain,Male,10,2,1,0,0,41-50,0-50K,100K-150K
6220,15662574,Brady,636,Spain,Male,1,1,1,0,0,31-40,100K-150K,50K-100K
6221,15716926,Macleod,807,France,Male,10,2,1,0,0,31-40,100K-150K,150K-200K
6222,15603554,Berkeley,513,France,Female,0,3,1,0,1,41-50,150K-200K,0-50K
6223,15716800,Kaur,582,France,Male,2,2,1,1,0,31-40,0-50K,0-50K
6224,15679429,Bell,694,France,Male,0,1,1,1,0,31-40,50K-100K,50K-100K
6225,15616122,Nwokike,777,France,Male,8,2,1,1,0,31-40,0-50K,0-50K
6226,15742172,Williamson,598,Germany,Male,9,2,1,0,0,31-40,100K-150K,150K-200K
6227,15792305,Mountgarrett,762,Germany,Male,6,3,0,1,1,41-50,100K-150K,50K-100K
6228,15636016,Wreford,588,France,Female,3,1,1,1,0,31-40,100K-150K,100K-150K
6229,15733138,Paterson,663,Germany,Male,5,1,1,1,0,41-50,50K-100K,50K-100K
6230,15669741,Hou,777,France,Male,7,1,1,0,0,31-40,0-50K,100K-150K
6231,15616954,Smith,592,France,Male,4,2,0,1,0,60+,0-50K,0-50K
6232,15729238,Peng,631,Germany,Male,1,1,1,1,1,41-50,100K-150K,150K-200K
6233,15718242,Wollstonecraft,725,Germany,Female,1,1,0,0,1,41-50,100K-150K,50K-100K
6234,15682914,Bolton,850,France,Male,2,1,1,1,0,31-40,50K-100K,100K-150K
6235,15654274,Corrie,540,France,Male,6,2,1,0,0,31-40,0-50K,100K-150K
6236,15691457,Boyle,674,Spain,Male,2,2,1,1,0,31-40,0-50K,150K-200K
6237,15719649,Lambie,553,France,Male,3,1,0,0,0,31-40,50K-100K,150K-200K
6238,15778897,Cartwright,630,France,Female,1,2,1,1,0,18-30,0-50K,100K-150K
6239,15589437,Lu,466,France,Male,3,1,1,1,0,18-30,150K-200K,100K-150K
6240,15682369,Pisano,613,France,Male,6,1,1,1,0,41-50,100K-150K,50K-100K
6241,15626507,Chukwubuikem,558,France,Male,1,1,1,0,0,18-30,150K-200K,150K-200K
6242,15571995,Harper,775,Germany,Female,1,2,1,1,0,31-40,100K-150K,0-50K
6243,15673333,Wilson,698,Germany,Male,8,1,1,1,0,51-60,50K-100K,150K-200K
6244,15748752,Ch'in,608,Germany,Male,1,2,1,0,0,31-40,100K-150K,50K-100K
6245,15725302,Streeton,670,Spain,Female,4,2,1,0,0,18-30,0-50K,100K-150K
6246,15722083,Ch'ang,591,Spain,Male,8,2,0,0,0,31-40,0-50K,0-50K
6247,15771442,Pennington,633,France,Male,4,1,0,1,1,31-40,150K-200K,0-50K
6248,15803633,T'ien,678,France,Female,1,2,0,0,0,41-50,0-50K,50K-100K
6249,15672185,Liu,590,France,Male,3,2,1,0,0,41-50,0-50K,150K-200K
